price_per_sqm,total_meters,living_meters,kitchen_meters,rooms_count,floor,floors_count,floor_ratio,living_ratio,kitchen_ratio,building_age,year_of_construction,latitude,longitude,dist_to_center_km,dist_to_sea_km,infrastructure_count,security_score,has_intercom,has_closed_territory,has_code_door,has_garage,has_concierge,offer_photos_count,house_photos_count,has_plan_photo,rooms_category_1room,rooms_category_2room,rooms_category_3room,rooms_category_4plus,rooms_category_studio,floor_category_ground,floor_category_high,floor_category_low,floor_category_mid,floor_category_top,house_type_block,house_type_brick,house_type_monolith,house_type_other,house_type_panel,house_type_unknown,renovation_category_cosmetic,renovation_category_none,renovation_category_premium,renovation_category_standard,renovation_category_unknown,jk_class_category_business,jk_class_category_comfort,jk_class_category_premium,jk_class_category_unknown,building_age_category_modern,building_age_category_new,building_age_category_old,building_age_category_very_old,window_view_category_other,window_view_category_park,window_view_category_street,window_view_category_unknown,window_view_category_water,window_view_category_yard,district_unknown,district_Адмиралтейский жилой комплекс,district_Восточный,district_Восточный Луч,district_Зелёный Бульвар жилой комплекс,district_Ласточкино Гнездо,district_Ленинский,district_Лесной Квартал — 2,district_Микрорайон Снеговая падь,district_Новожилово,district_Первомайский,district_Первореченский,district_Седанка Хиллс,district_Советский,district_Таун Парк,district_Фрегат,district_Фрунзенский,district_жилой комплекс Восточный Луч,district_жилой комплекс Седанка Хиллс
227091.63346613545,25.1,0.0,0.0,0,13,22,0.5909090909090909,0.0,0.0,4.0,2022.0,43.172896,131.950861,9.655316440644302,8.786705689619355,0,1,1,0,0,0,1,24,50,0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
235395.18900343642,29.1,0.0,0.0,0,6,26,0.23076923076923078,0.0,0.0,1.0,2025.0,43.09983,131.911625,3.381520813555871,0.9298164966944852,0,0,0,0,0,0,0,7,47,0,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
161849.71098265896,51.9,0.0,10.0,0,1,4,0.25,0.0,0.1926782273603083,2.0,2024.0,43.25802,132.027716,22.348614703174764,21.227732709524254,0,0,0,0,0,0,0,17,0,1,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
258426.96629213484,26.7,0.0,2.0,0,1,20,0.05,0.0,0.0749063670411985,10.0,2016.0,43.176935,131.913162,7.478670177481309,8.573449490756026,0,0,0,0,0,0,0,21,50,0,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
305921.052631579,30.4,0.0,5.0,0,12,19,0.631578947368421,0.0,0.16447368421052633,3.0,2023.0,43.130388,131.943455,6.64187731930068,4.260965385644182,0,0,0,0,0,0,0,16,50,0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
146408.8397790055,18.1,0.0,2.0,0,3,5,0.6,0.0,0.11049723756906077,50.0,1976.0,43.096379,131.921399,4.5147820240053385,0.43088653063531235,0,0,0,0,0,0,0,9,40,0,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
248704.66321243523,19.3,0.0,5.0,0,2,2,1.0,0.0,0.25906735751295334,74.0,1952.0,43.101721,131.893567,1.7723100301376198,2.9402752474773615,0,0,0,0,0,0,0,23,19,1,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
290322.5806451613,12.4,0.0,0.0,0,5,5,1.0,0.0,0.0,64.0,1962.0,43.086092,131.857403,4.514674268120815,7.117702978644599,3,0,0,0,0,0,0,21,27,0,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
243781.09452736317,20.1,0.0,5.6,0,6,28,0.21428571428571427,0.0,0.2786069651741293,1.0,2025.0,43.130099,131.955496,7.936749021876911,5.165873477087614,0,0,0,0,0,0,0,14,0,1,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
206250.0,24.0,12.0,5.0,0,23,23,1.0,0.5,0.20833333333333334,3.0,2023.0,43.105548,131.951019,7.356027589294114,3.4977483773816482,2,1,1,0,0,0,1,28,50,0,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
237762.23776223775,28.6,20.0,4.0,0,2,4,0.5,0.6993006993006993,0.13986013986013984,2.0,2024.0,43.221684,131.971562,15.171596659999638,14.669495473932598,0,0,0,0,0,0,0,22,0,1,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
192878.33827893174,33.7,0.0,7.0,0,12,24,0.5,0.0,0.20771513353115725,3.0,2023.0,43.153845,131.925205,6.126984883451858,6.004654803737372,0,0,0,0,0,0,0,22,50,0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
186390.53254437872,16.9,0.0,3.0,0,1,9,0.1111111111111111,0.0,0.1775147928994083,50.0,1976.0,43.097186,131.919178,4.2552400942675765,0.3254076272616259,0,0,0,0,0,0,0,22,50,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
275086.5051903114,28.9,0.0,0.0,0,3,24,0.125,0.0,0.0,3.0,2023.0,43.1052,131.950444,7.298883589197024,3.428224058119456,5,3,1,1,1,0,1,15,50,0,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
201538.46153846153,32.5,0.0,0.0,0,9,9,1.0,0.0,0.0,6.0,2020.0,43.167859,131.957067,9.842953005005736,8.582824318647939,0,1,1,0,0,0,0,9,13,1,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
306324.11067193677,25.3,0.0,4.0,0,3,24,0.125,0.0,0.15810276679841898,3.0,2023.0,43.1052,131.950444,7.298883589197024,3.428224058119456,0,0,0,0,0,0,0,19,50,0,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
322085.88957055216,32.6,0.0,10.0,0,18,25,0.72,0.0,0.3067484662576687,3.0,2023.0,43.159598,131.955675,9.19972676037312,7.710008566048006,0,0,0,0,0,0,0,24,50,0,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
302613.63636363635,26.4,0.0,5.0,0,3,24,0.125,0.0,0.1893939393939394,2.0,2024.0,43.083878,131.909959,4.437492863583138,2.108242040508253,0,0,0,0,0,0,0,27,41,1,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
419354.8387096774,31.0,0.0,6.0,0,10,27,0.37037037037037035,0.0,0.1935483870967742,2.0,2024.0,43.133142,131.886143,1.959562238300658,5.258974082533351,0,0,0,0,0,0,0,21,10,0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
164533.82084095062,54.7,0.0,7.0,0,1,4,0.25,0.0,0.12797074954296161,5.0,2021.0,43.274968,132.080956,28.00041631329922,26.389216421526314,0,0,0,0,0,0,0,22,22,1,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
149122.80701754385,11.4,0.0,1.0,0,1,2,0.5,0.0,0.08771929824561403,76.0,1950.0,43.094398,131.956689,8.241828951642436,4.119678119118907,0,0,0,0,0,0,0,9,7,0,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
182352.9411764706,17.0,12.0,2.0,0,5,9,0.5555555555555556,0.7058823529411765,0.11764705882352941,52.0,1974.0,43.240119,132.024771,20.744325094906795,19.420336362515346,0,0,0,0,0,0,0,10,50,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
165217.39130434784,23.0,0.0,3.0,0,4,9,0.4444444444444444,0.0,0.13043478260869565,44.0,1982.0,43.132971,131.93907,6.25451338713363,4.227849595344854,0,0,0,0,0,0,0,14,50,1,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
159484.22124194098,29.47,0.0,0.0,0,9,24,0.375,0.0,0.0,0.0,2026.0,43.156101,131.936623,7.246525423119655,6.494824588234198,5,2,1,1,0,0,0,11,0,0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
184365.78171091445,27.12,0.0,5.13,0,4,23,0.17391304347826086,0.0,0.18915929203539822,0.0,2026.0,43.155792,131.937472,7.299492037492541,6.4894838291974235,0,0,0,0,0,0,0,6,0,1,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
211764.70588235295,17.0,12.0,0.0,0,3,9,0.3333333333333333,0.7058823529411765,0.0,47.0,1979.0,43.13129,131.945165,6.850810226558555,4.457090695210654,0,0,0,0,0,0,0,12,50,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
187772.92576419216,22.9,0.0,0.0,0,8,9,0.8888888888888888,0.0,0.0,44.0,1982.0,43.132536,131.949545,7.356199819338235,4.878318441128127,4,0,0,0,0,0,0,3,50,0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
133828.9962825279,26.9,0.0,10.0,0,1,1,1.0,0.0,0.3717472118959108,68.0,1958.0,43.092422,131.890619,2.6239194302877005,3.368021046199977,0,0,0,0,0,0,0,12,0,0,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
165745.85635359114,18.1,0.0,4.0,0,5,5,1.0,0.0,0.22099447513812154,50.0,1976.0,43.096379,131.921399,4.5147820240053385,0.43088653063531235,0,0,0,0,0,0,0,20,40,1,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
266903.9145907473,28.1,25.1,0.0,0,2,24,0.08333333333333333,0.8932384341637011,0.0,3.0,2023.0,43.1052,131.950444,7.298883589197024,3.428224058119456,3,3,1,1,1,0,1,19,50,1,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
242187.5,12.8,0.0,1.0,0,3,5,0.6,0.0,0.078125,62.0,1964.0,43.085526,131.857244,4.5723946564189,7.148789706238349,0,0,0,0,0,0,0,10,50,1,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
163043.47826086957,36.8,0.0,0.0,0,7,26,0.2692307692307692,0.0,0.0,1.0,2025.0,43.181037,131.941808,9.590868419481358,9.315131793743367,0,1,1,0,0,0,1,7,12,0,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
171982.75862068965,23.2,0.0,3.0,0,8,9,0.8888888888888888,0.0,0.12931034482758622,57.0,1969.0,43.099662,131.944684,6.80058519394325,2.7401808564590544,0,0,0,0,0,0,0,28,4,1,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
190476.19047619047,16.8,0.0,6.0,0,2,9,0.2222222222222222,0.0,0.35714285714285715,55.0,1971.0,43.129841,131.9456,6.858393748991807,4.36421352676692,0,0,0,0,0,0,0,15,50,1,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
174672.48908296943,22.9,0.0,2.0,0,2,9,0.2222222222222222,0.0,0.08733624454148473,49.0,1977.0,43.09711,131.89736,2.428977520623421,2.5334317171965717,0,0,0,0,0,0,0,17,50,1,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
176470.58823529413,17.0,0.0,4.0,0,3,9,0.3333333333333333,0.0,0.23529411764705882,47.0,1979.0,43.13129,131.945165,6.850810226558555,4.457090695210654,0,0,0,0,0,0,0,14,50,1,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
215568.86227544912,16.7,12.0,2.0,0,2,10,0.2,0.718562874251497,0.11976047904191617,51.0,1975.0,43.122323,131.907844,2.5932404902877537,2.8214197060093498,0,0,0,0,0,0,0,7,50,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
304518.6640471513,50.9,0.0,10.0,0,7,16,0.4375,0.0,0.19646365422396858,3.0,2023.0,43.121438,131.889375,0.7870476818773161,4.149497827031212,0,0,0,0,0,0,0,20,13,0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
124600.63897763578,62.6,0.0,5.0,0,3,3,1.0,0.0,0.07987220447284345,11.0,2015.0,43.184994,131.935375,9.49483622792799,9.587451533863783,0,0,0,0,0,0,0,21,0,1,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
200000.0,10.0,0.0,10.0,0,1,3,0.3333333333333333,0.0,1.0,71.0,1955.0,43.096943,131.949555,7.402464480221795,3.2981073328449573,0,0,0,0,0,0,0,9,26,1,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
219512.19512195123,16.4,0.0,4.0,0,7,9,0.7777777777777778,0.0,0.24390243902439027,55.0,1971.0,43.095575,131.895821,2.490778330921382,2.728443821993007,0,0,0,0,0,0,0,17,50,0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
197740.1129943503,17.7,0.0,3.0,0,3,9,0.3333333333333333,0.0,0.16949152542372883,49.0,1977.0,43.146184,131.911596,4.471122261369029,5.210606582357279,0,0,0,0,0,0,0,9,27,0,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
184294.8717948718,31.2,0.0,4.0,0,6,8,0.75,0.0,0.12820512820512822,20.0,2006.0,43.099318,131.864509,2.9419799939513602,6.15996618187068,0,0,0,0,0,0,0,9,50,0,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
248226.95035460993,28.2,0.0,7.0,0,7,25,0.28,0.0,0.24822695035460993,3.0,2023.0,43.103895,131.96343,8.745617322801566,4.840078504727562,0,0,0,0,0,0,0,26,50,0,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
253164.55696202532,47.4,0.0,15.0,0,2,25,0.08,0.0,0.31645569620253167,0.0,2026.0,43.13123,131.885702,1.746173962406355,5.1488516330310325,0,0,0,0,0,0,0,25,11,1,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
202602.23048327139,26.9,0.0,0.0,0,3,15,0.2,0.0,0.0,0.0,2026.0,43.126566,131.930172,5.1084654628107655,3.1575977455559254,5,2,1,1,0,0,1,5,0,0,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
212500.0,16.0,0.0,1.0,0,1,27,0.037037037037037035,0.0,0.0625,5.0,2021.0,43.103279,131.962692,8.675030079676814,4.752768940767308,0,0,0,0,0,0,0,15,50,0,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
247058.82352941178,17.0,0.0,2.0,0,8,9,0.8888888888888888,0.0,0.11764705882352941,52.0,1974.0,43.127947,131.906008,2.662857086145792,3.469191082402654,0,0,0,0,0,0,0,13,50,1,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
140845.0704225352,21.3,0.0,5.0,0,1,6,0.16666666666666666,0.0,0.2347417840375587,10.0,2016.0,43.25021,132.013584,20.632954917245804,19.64449423658267,0,0,0,0,0,0,0,12,45,0,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
191860.46511627908,17.2,0.0,10.0,0,4,9,0.4444444444444444,0.0,0.5813953488372093,51.0,1975.0,43.094184,131.970578,9.735552991931208,5.651153724748812,0,0,0,0,0,0,0,12,50,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
